habitat_type;sampling_regime;plot_id_year;exploratory;plot_id;collection_year;biomass;abundance_unidentified_identified;abundance_identified;species;abundance_carnivore;species_carnivore;biomass_carnivore;abundance_herbivore;species_herbivore;biomass_herbivore;abundance_detritomycetophage;species_detritomycetophage;biomass_detritomycetophage;abundance_omnivore;species_omnivore;biomass_omnivore;abundance_weak_disperser;species_weak_disperser;biomass_weak_disperser;abundance_strong_disperser;species_strong_disperser;biomass_strong_disperser;landuse_intensity;mean_winter_temperature;precipitation_sum_growing_preriod;grassland_cover_250;grassland_cover_500;grassland_cover_1000;grassland_cover_1500;arable_cover_1000;arable_cover_1500;arable_cover_250;arable_cover_500
grassland;annual;HEG08_2012;HAI;HEG8;2012;57228761896041;1254;109;23;12;5;184.448570056796;93;16;541431485519467;0;0;0;4;2;124.112764352635;65;2;5722.8761896041;0;0;499658941885924;148;113309537190083;40964;837;676;3943;2532;416;6058;0;1355
grassland;annual;HEG08_2013;HAI;HEG8;2013;233170320151041;5692;118;27;32;9;1720.05823559636;44;17;586171929713624;42;1;25.4730362004227;0;0;0;6;3;2331.70320151041;4;1;154168021354205;148;658287916666667;56608;837;676;3943;2532;416;6058;0;1355
grassland;annual;HEG08_2014;HAI;HEG8;2014;3202486966239;2257;527;46;26;15;1030.68638901593;486;27;309765690953384;12;2;8.67180865367523;3;2;8.94236938202679;272;5;32024.86966239;2;2;211477236795724;148;266095475;49206;837;676;3943;2532;416;6058;0;1355
grassland;annual;HEG08_2015;HAI;HEG8;2015;402696870624638;529;4;3;1;1;4.85211408678928;3;2;354175729756745;0;0;0;0;0;0;0;0;40.2696870624638;0;0;0;148;212036808333333;39289;837;676;3943;2532;416;6058;0;1355
grassland;annual;HEG08_2017;HAI;HEG8;2017;118301339412994;1661;256;26;8;5;203.944860382205;243;16;113793729977348;1;1;0.606500861914825;4;4;246.209582320444;51;1;11830.1339412994;0;0;397973924234054;148;410582916666667;47035001;837;676;3943;2532;416;6058;0;1355
grassland;annual;HEG09_2008;HAI;HEG9;2008;149829490841504;1227;365;63;12;7;328.235568848157;348;53;145109923091702;0;0;0;5;3;143.721206132036;43;9;14982.9490841504;7;5;422215513680078;79;268846438016529;44993;8571;5739;326;215;3014;4904;62;98
grassland;annual;HEG09_2009;HAI;HEG9;2009;234671085780528;228;49;19;8;5;196.42790050477;39;12;214893998604482;1;1;0.606500861914825;1;1;0.736470393775502;27;3;2346.71085780528;4;1;181066678791988;79;202527916666667;51294;8571;5739;326;215;3014;4904;62;98
grassland;annual;HEG09_2010;HAI;HEG9;2010;2642360463391;1137;83;40;15;12;915.12913362945;60;22;157349882700715;2;2;3.19646447216543;6;4;150.536038282233;8;7;2642.360463391;3;2;152887275085278;79;-331947833333333;508;8571;5739;326;215;3014;4904;62;98
grassland;annual;HEG09_2011;HAI;HEG9;2011;39165091675881;803;66;24;3;3;135.876104560624;62;20;375080468816041;0;0;0;1;1;29.8283748670576;4;3;3916.5091675881;1;1;244116844828518;79;-280534583333333;37048;8571;5739;326;215;3014;4904;62;98
grassland;annual;HEG09_2012;HAI;HEG9;2012;197942806066948;725;39;21;12;8;443.255024592798;23;9;142115881550437;0;0;0;4;4;115.014220572312;16;4;1979.42806066948;2;2;107485484688488;79;118397024793388;43375;8571;5739;326;215;3014;4904;62;98
grassland;annual;HEG09_2013;HAI;HEG9;2013;611859104093885;1070;114;33;20;13;375.847988317904;92;18;569219561271347;1;1;0.606500861914825;1;1;49.9409390455591;68;3;6118.59104093885;1;1;516494471389224;79;618610833333333;54785;8571;5739;326;215;3014;4904;62;98
grassland;annual;HEG09_2014;HAI;HEG9;2014;584345486230297;571;76;23;7;7;543.483396706048;67;15;52987584638731;2;1;1.21300172382965;0;0;0;51;4;5843.45486230297;2;2;391028368735351;79;280156283333333;48230999;8571;5739;326;215;3014;4904;62;98
grassland;annual;HEG09_2015;HAI;HEG9;2015;355038689732116;66;3;3;1;1;5.42447268584173;2;2;300793962873699;0;0;0;0;0;0;1;1;35.5038689732116;1;1;542447268584173;79;2194059;349;8571;5739;326;215;3014;4904;62;98
grassland;annual;HEG09_2016;HAI;HEG9;2016;336436155868418;334;1;1;1;1;3.36436155868418;0;0;0;0;0;0;0;0;0;1;1;3.36436155868418;0;0;336436155868418;79;378396363636364;35799;8571;5739;326;215;3014;4904;62;98
grassland;annual;HEG09_2017;HAI;HEG9;2017;386427551710064;348;31;22;6;6;53.6038319673269;24;15;38100651842714;1;1;0.606500861914825;0;0;0;3;2;3864.27551710064;3;2;119885506121786;79;674045166666667;39910999;8571;5739;326;215;3014;4904;62;98
grassland;annual;HEG10_2008;HAI;HEG10;2008;817065157312392;868;304;31;8;6;72.8802182876092;296;25;809777135483631;0;0;0;0;0;0;37;9;8170.65157312392;11;3;470501994183682;171;274358776859504;45124;2572;932;1187;1433;6665;6515;3319;5381
grassland;annual;HEG10_2009;HAI;HEG10;2009;858534854060293;1154;44;15;12;4;375.492533357428;31;10;460121582556559;0;0;0;1;1;22.920738146307;4;3;858.534854060293;1;1;191052640415588;171;-133485391666667;53942;2572;932;1187;1433;6665;6515;3319;5381
grassland;annual;HEG10_2010;HAI;HEG10;2010;158921829174362;4545;65;23;9;7;793.916305756531;52;14;730539621609423;0;0;0;4;2;64.7623643776615;27;1;1589.21829174362;27;1;34272802388399;171;-16312525;48151;2572;932;1187;1433;6665;6515;3319;5381
grassland;annual;HEG10_2011;HAI;HEG10;2011;264827803104934;1175;148;27;12;6;459.99640414929;128;16;174357308491651;4;1;2.4260034476593;4;4;442.282538535879;8;3;2648.27803104934;8;3;490966620771086;171;-160214916666667;31826;2572;932;1187;1433;6665;6515;3319;5381
grassland;annual;HEG10_2012;HAI;HEG10;2012;23630824609699;788;68;20;7;6;92.2699709435622;60;13;226967980861523;1;1;1.13268141110866;0;0;0;21;2;2363.0824609699;0;0;162263064941318;171;131890479338843;40826;2572;932;1187;1433;6665;6515;3319;5381
grassland;annual;HEG10_2013;HAI;HEG10;2013;176982809028505;889;62;30;21;10;1138.58385751592;38;17;595845919125721;1;1;0.606500861914825;2;2;34.7918127814952;10;4;1769.82809028505;6;2;88500879115028;171;697701333333333;57287;2572;932;1187;1433;6665;6515;3319;5381
grassland;annual;HEG10_2014;HAI;HEG10;2014;397993944653017;208;14;13;1;1;2.55280732177317;13;12;395441137331243;0;0;0;0;0;0;3;3;397.993944653017;1;1;517267698596433;171;292716008333333;46452;2572;932;1187;1433;6665;6515;3319;5381
grassland;annual;HEG10_2015;HAI;HEG10;2015;135735093044177;132;20;14;9;5;127.766829657165;8;6;121178947602014;1;1;0.346589820316799;2;2;17.4480349441442;4;3;1357.35093044177;2;1;120372980328659;171;228206558333333;38474;2572;932;1187;1433;6665;6515;3319;5381
grassland;annual;HEG10_2016;HAI;HEG10;2016;317020664537419;1875;67;30;33;8;1950.20426841598;26;17;119996792222333;3;1;1.81950258574448;5;4;18.2149521491301;1;1;3170.20664537419;1;1;973333701032286;171;391238966942149;3711;2572;932;1187;1433;6665;6515;3319;5381
grassland;annual;HEG10_2017;HAI;HEG10;2017;305506174657208;2316;214;29;5;5;68.7807560189444;203;19;265838087362513;0;0;0;6;5;327.900116928003;9;3;3055.06174657208;2;1;555540471367748;171;90058325;47163001;2572;932;1187;1433;6665;6515;3319;5381
grassland;annual;HEG11_2008;HAI;HEG11;2008;240657096344951;735;116;28;16;6;205.611517783409;100;22;220095944566611;0;0;0;0;0;0;18;6;2406.57096344951;11;3;10474174869305;157;257097429752066;41326;6425;2758;143;1094;7773;7896;3575;7037
grassland;annual;HEG11_2009;HAI;HEG11;2009;169137032471386;163;13;10;4;4;60.8490600404794;9;6;108287972430907;0;0;0;0;0;0;4;3;169.137032471386;3;2;714957777463401;157;30270916666667;49929;6425;2758;143;1094;7773;7896;3575;7037
grassland;annual;HEG11_2010;HAI;HEG11;2010;422374998210686;450;36;12;10;7;47.8819428748203;26;5;374493055335866;0;0;0;0;0;0;24;3;422.374998210686;22;1;288228184211356;157;-447315666666667;49442;6425;2758;143;1094;7773;7896;3575;7037
grassland;annual;HEG11_2011;HAI;HEG11;2011;105410934303035;633;214;19;7;7;33.7630189636064;207;12;102034632406675;0;0;0;0;0;0;5;2;1054.10934303035;3;1;116075708851023;157;-494200916666667;34744;6425;2758;143;1094;7773;7896;3575;7037
grassland;annual;HEG11_2012;HAI;HEG11;2012;190249710493582;269;17;10;8;4;23.6284780842029;9;6;166621232409379;0;0;0;0;0;0;1;1;190.249710493582;1;1;126936305142219;157;114776917355372;41311;6425;2758;143;1094;7773;7896;3575;7037
grassland;annual;HEG11_2013;HAI;HEG11;2013;242604191636371;275;24;15;10;7;81.3339239841703;14;8;161270267652201;0;0;0;0;0;0;3;2;242.604191636371;3;2;460696761501284;157;548791916666667;57999;6425;2758;143;1094;7773;7896;3575;7037
grassland;annual;HEG11_2014;HAI;HEG11;2014;166021616149108;160;8;5;5;3;135.823011097232;2;1;295921041899612;1;1;0.606500861914825;0;0;0;0;0;166.021616149108;0;0;0;157;271499316666667;44426;6425;2758;143;1094;7773;7896;3575;7037
grassland;annual;HEG11_2015;HAI;HEG11;2015;828613553419204;192;8;8;2;2;172.484244743831;6;6;656129308675373;0;0;0;0;0;0;2;2;828.613553419204;1;1;145686182353932;157;198192391666667;3959;6425;2758;143;1094;7773;7896;3575;7037
grassland;annual;HEG11_2016;HAI;HEG11;2016;495709687338657;319;16;10;9;6;421.387083904394;6;3;730977728750638;1;1;1.22483055919858;0;0;0;0;0;495.709687338657;0;0;0;157;360889776859504;37043;6425;2758;143;1094;7773;7896;3575;7037
grassland;annual;HEG11_2017;HAI;HEG11;2017;166968906867003;866;106;22;6;4;81.728542442259;99;17;156141140895806;0;0;0;1;1;26.5491172697079;6;3;1669.68906867003;3;2;296600811032734;157;641309333333333;48219;6425;2758;143;1094;7773;7896;3575;7037
grassland;annual;HEG12_2008;HAI;HEG12;2008;10649175712115;1308;375;50;16;9;239.225845309136;351;37;103000493127595;0;0;0;8;4;109.900554046375;38;11;10649.175712115;3;3;155549457122667;296;326205603305785;48714;8083;4522;2427;2384;5869;5714;1904;538
grassland;annual;HEG12_2010;HAI;HEG12;2010;250614785507536;242;17;7;5;4;70.4767682037225;12;3;180138017303813;0;0;0;0;0;0;0;0;250.614785507536;0;0;0;296;230600583333333;48079;8083;4522;2427;2384;5869;5714;1904;538
grassland;annual;HEG12_2011;HAI;HEG12;2011;128734401564624;317;36;12;2;2;18.3628447401314;33;9;126466248621509;0;0;0;1;1;4.31868469101339;0;0;1287.34401564624;0;0;0;296;239041416666667;31807;8083;4522;2427;2384;5869;5714;1904;538
grassland;annual;HEG12_2012;HAI;HEG12;2012;66852446851378;141;16;8;3;2;7.9092853132157;13;6;660615183200565;0;0;0;0;0;0;0;0;668.52446851378;0;0;0;296;15610332231405;39799;8083;4522;2427;2384;5869;5714;1904;538
grassland;annual;HEG12_2013;HAI;HEG12;2013;12240890526235;360;40;15;4;2;42.3463939594783;35;12;118100618827025;0;0;0;1;1;0.736470393775502;2;2;1224.0890526235;0;0;133779078796683;296;110219441666667;51132;8083;4522;2427;2384;5869;5714;1904;538
grassland;annual;HEG12_2014;HAI;HEG12;2014;138047286921981;263;32;14;14;5;252.192612220338;18;9;112828025699948;0;0;0;0;0;0;2;2;1380.47286921981;0;0;14434542665198;296;342712875;54093;8083;4522;2427;2384;5869;5714;1904;538
grassland;annual;HEG12_2015;HAI;HEG12;2015;221244395187283;139;15;8;2;2;51.2552902209804;13;6;169989104966303;0;0;0;0;0;0;2;2;221.244395187283;1;1;612447956952019;296;260295875;31798;8083;4522;2427;2384;5869;5714;1904;538
grassland;annual;HEG12_2016;HAI;HEG12;2016;637809625785081;344;9;7;3;3;14.6573906155635;5;3;610053994071267;0;0;0;1;1;13.0982410982502;1;1;637.809625785081;0;0;827669091556098;296;447824743801653;34346;8083;4522;2427;2384;5869;5714;1904;538
grassland;annual;HEG12_2017;HAI;HEG12;2017;307074720313793;173;13;10;2;2;46.8576804231216;10;7;255898355199658;0;0;0;1;1;4.31868469101339;2;2;307.074720313793;0;0;139982696384349;296;128360741666667;48152;8083;4522;2427;2384;5869;5714;1904;538
grassland;annual;HEG13_2009;HAI;HEG13;2009;132726332633208;262;55;20;8;3;239.363543623328;43;14;10337406535979;0;0;0;4;3;54.1591291108584;19;4;1327.26332633208;1;1;925181373535788;175;407097416666667;55807;5437;2701;786;708;7606;7824;2499;4717
grassland;annual;HEG13_2010;HAI;HEG13;2010;130819288605049;200;81;15;2;1;85.6120597924466;62;12;115287537033992;1;1;0.606500861914825;16;1;69.0989550562143;8;1;1308.19288605049;0;0;14999901769371;175;-149586666666667;50163;5437;2701;786;708;7606;7824;2499;4717
grassland;annual;HEG13_2011;HAI;HEG13;2011;240994342432066;152;64;15;1;1;2.7818133518859;63;14;240716161096878;0;0;0;0;0;0;3;3;2409.94342432066;2;2;672643403756026;175;-225585;35214;5437;2701;786;708;7606;7824;2499;4717
grassland;annual;HEG13_2012;HAI;HEG13;2012;239018260066584;145;10;7;3;3;130.715370471767;7;4;108302889594817;0;0;0;0;0;0;1;1;239.018260066584;0;0;187498772117138;175;142378107438017;4172;5437;2701;786;708;7606;7824;2499;4717
grassland;annual;HEG13_2013;HAI;HEG13;2013;320581485689839;305;36;13;13;6;117.574033597088;22;6;201132464371579;1;1;1.87498772117138;0;0;0;6;2;320.581485689839;0;0;133773363855915;175;7965795;54226;5437;2701;786;708;7606;7824;2499;4717
grassland;annual;HEG13_2014;HAI;HEG13;2014;86153858109885;59;2;2;0;0;0;1;1;319091312514677;0;0;0;1;1;5.42447268584173;0;0;8.6153858109885;0;0;0;175;294696141666667;49873;5437;2701;786;708;7606;7824;2499;4717
grassland;annual;HEG13_2016;HAI;HEG13;2016;135002602763927;153;7;5;2;1;66.6938995395591;5;4;683087032243683;0;0;0;0;0;0;0;0;135.002602763927;0;0;0;175;395267884297521;39501;5437;2701;786;708;7606;7824;2499;4717
grassland;annual;HEG13_2017;HAI;HEG13;2017;461215513192559;428;38;17;12;9;127.23393760798;22;7;33155557213692;4;1;2.4260034476593;0;0;0;0;0;461.215513192559;0;0;0;175;980750666666667;4603;5437;2701;786;708;7606;7824;2499;4717
grassland;annual;HEG14_2008;HAI;HEG14;2008;233951756747281;501;187;31;30;9;108.443797026144;153;21;199173098513023;0;0;0;4;1;239.342785316436;30;7;2339.51756747281;12;3;106342558353496;239;251562008264463;43378;6276;3793;1896;1237;4961;6439;0;2588
grassland;annual;HEG14_2009;HAI;HEG14;2009;42938749883673;213;23;13;2;2;7.11826383224628;20;10;421964235004483;0;0;0;1;1;0.305;2;1;429.38749883673;0;0;111489952011384;239;71548666666667;52751;6276;3793;1896;1237;4961;6439;0;2588
grassland;annual;HEG14_2010;HAI;HEG14;2010;997858747879339;418;38;31;11;11;536.617773327541;19;13;305666166667195;5;4;123.970535530106;3;3;31.6042723544968;3;3;997.858747879339;2;2;431093826462294;239;-451659833333333;5132;6276;3793;1896;1237;4961;6439;0;2588
grassland;annual;HEG14_2011;HAI;HEG14;2011;23065775726833;924;46;28;7;7;360.64527976917;31;16;186518153540978;4;2;4.9629771661724;4;3;75.7877803381773;4;3;2306.5775726833;3;2;140532605450752;239;-52360441666667;34428;6276;3793;1896;1237;4961;6439;0;2588
grassland;annual;HEG14_2012;HAI;HEG14;2012;381874898301959;1246;16;10;5;4;92.6340068678394;10;5;288935891434119;0;0;0;1;1;0.305;2;2;381.874898301959;1;1;209703214297828;239;976532644628099;41634;6276;3793;1896;1237;4961;6439;0;2588
grassland;annual;HEG14_2013;HAI;HEG14;2013;267803545261061;419;159;18;7;3;65.8428902422845;151;14;260787387767731;0;0;0;1;1;4.31868469101339;16;5;2678.03545261061;5;3;34523520408035;239;479746833333333;58207;6276;3793;1896;1237;4961;6439;0;2588
grassland;annual;HEG14_2014;HAI;HEG14;2014;259949976279619;225;21;15;9;6;119.893253011661;11;8;135738038576944;0;0;0;1;1;4.31868469101339;0;0;259.949976279619;0;0;0;239;257693416666667;47685;6276;3793;1896;1237;4961;6439;0;2588
grassland;annual;HEG14_2016;HAI;HEG14;2016;19101245843458;2181;83;34;22;12;533.355909758777;55;17;183853053998354;1;1;0.606500861914825;5;4;181.978033001921;18;2;19101.245843458;18;2;487158202795679;239;362527520661157;37472;6276;3793;1896;1237;4961;6439;0;2588
grassland;annual;HEG14_2017;HAI;HEG14;2017;160229091959276;25;13;6;0;0;0;11;5;159016090235446;2;1;1.21300172382965;0;0;0;1;1;160.229091959276;0;0;619485935933582;239;59561125;49782;6276;3793;1896;1237;4961;6439;0;2588
grassland;annual;HEG15_2008;HAI;HEG15;2008;184922051349051;489;156;29;4;2;136.893379156116;146;24;170339740368622;5;2;4.61104595715565;1;1;4.31868469101339;67;7;1849.22051349051;40;3;820626330673691;213;221933545454545;48125;6791;6646;5796;4743;3021;3713;3209;2855
grassland;annual;HEG15_2009;HAI;HEG15;2009;421714300179801;261;58;16;3;2;156.782634289536;53;12;405888109627705;1;1;0.346589820316799;1;1;1.13268141110866;7;3;4217.14300179801;1;1;958568659324304;213;-58611775;63685;6791;6646;5796;4743;3021;3713;3209;2855
grassland;annual;HEG15_2010;HAI;HEG15;2010;759463310801709;384;59;19;5;4;119.066237765103;51;12;63831763138714;1;1;0.606500861914825;2;2;1.472940787551;3;1;759.463310801709;3;1;526395024711056;213;-61654475;48419;6791;6646;5796;4743;3021;3713;3209;2855
grassland;annual;HEG15_2011;HAI;HEG15;2011;111040347984538;174;8;5;3;3;54.1654941105019;5;2;56874853874036;0;0;0;0;0;0;0;0;111.040347984538;0;0;0;213;-8086875;33853;6791;6646;5796;4743;3021;3713;3209;2855
grassland;annual;HEG15_2012;HAI;HEG15;2012;174278286772218;265;23;12;14;4;75.5944835926322;6;5;935802593478781;2;2;1.73918227302349;1;1;3.36436155868418;1;1;174.278286772218;1;1;175465008237019;213;612634297520661;42764;6791;6646;5796;4743;3021;3713;3209;2855
grassland;annual;HEG15_2013;HAI;HEG15;2013;542269191318963;159;9;7;5;3;9.1817721909776;3;3;444386460790039;1;1;0.606500861914825;0;0;0;1;1;54.2269191318963;1;1;411275495009245;213;113194166666667;58095;6791;6646;5796;4743;3021;3713;3209;2855
grassland;annual;HEG15_2014;HAI;HEG15;2014;975300346918646;231;17;10;8;3;149.35513164904;8;6;824812533858498;1;1;1.13268141110866;0;0;0;0;0;975.300346918646;0;0;0;213;250467033333333;52634;6791;6646;5796;4743;3021;3713;3209;2855
grassland;annual;HEG15_2015;HAI;HEG15;2015;120664995559013;29;6;6;0;0;0;6;6;120664995559013;0;0;0;0;0;0;1;1;1206.64995559013;1;1;593080715351821;213;156439933333333;32589;6791;6646;5796;4743;3021;3713;3209;2855
grassland;annual;HEG15_2016;HAI;HEG15;2016;662141949184838;320;18;9;6;5;434.43796436349;3;2;134803295409768;2;1;1.21300172382965;7;1;91.6876876877515;0;0;662.141949184838;0;0;0;213;349500685950413;3462;6791;6646;5796;4743;3021;3713;3209;2855
grassland;annual;HEG15_2017;HAI;HEG15;2017;141666729982931;138;10;6;0;0;0;6;5;124391991218877;0;0;0;4;1;17.2747387640536;0;0;141.666729982931;0;0;0;213;376597166666667;49891;6791;6646;5796;4743;3021;3713;3209;2855
grassland;annual;HEG16_2008;HAI;HEG16;2008;416037436952879;2083;908;69;31;12;1053.12182986329;856;50;400136857564097;13;2;12.0939555984434;8;5;524.842153416473;57;11;41603.7436952879;19;5;673924580024136;106;256499975206612;50058;7021;401;3008;2368;1699;1913;1406;1649
grassland;annual;HEG16_2009;HAI;HEG16;2009;220997139363843;928;75;30;17;8;802.39772957688;52;21;140574366406155;0;0;0;6;1;1.83;17;9;2209.97139363843;4;3;771826750950091;106;1156166666667;64519;7021;401;3008;2368;1699;1913;1406;1649
grassland;annual;HEG16_2010;HAI;HEG16;2010;188642050840775;250;30;20;2;2;348.103155185741;25;16;143753305398697;0;0;0;3;2;100.78429923504;3;3;1886.42050840775;2;2;569007593139559;106;-231767916666667;51771;7021;401;3008;2368;1699;1913;1406;1649
grassland;annual;HEG16_2011;HAI;HEG16;2011;428628456410002;647;119;30;9;4;230.406478223672;103;24;396602477092095;7;2;89.8533149554065;0;0;0;16;4;4286.28456410002;10;1;179997283965172;106;-4459865;3209;7021;401;3008;2368;1699;1913;1406;1649
grassland;annual;HEG16_2012;HAI;HEG16;2012;239923320587213;1455;121;32;4;4;55.4128691080363;97;25;227652037214149;1;1;20.6824151216847;19;2;46.6175495009245;14;4;2399.23320587213;3;1;776329723964711;106;82468652892562;41194;7021;401;3008;2368;1699;1913;1406;1649
grassland;annual;HEG16_2013;HAI;HEG16;2013;283117695024844;656;77;29;19;6;820.149575162403;48;19;19036335807131;8;2;6.43054854290012;2;2;100.963245830034;5;3;2831.17695024844;0;0;309631389563856;106;421156;63063;7021;401;3008;2368;1699;1913;1406;1649
grassland;annual;HEG16_2014;HAI;HEG16;2014;321147539707714;458;72;28;6;5;38.9967334802449;63;22;317065916101116;3;1;1.81950258574448;0;0;0;4;4;3211.47539707714;0;0;102565635170093;106;280192675;56108;7021;401;3008;2368;1699;1913;1406;1649
grassland;annual;HEG16_2015;HAI;HEG16;2015;347347343533073;409;129;23;10;6;69.9545682738674;119;17;340351886705686;0;0;0;0;0;0;12;4;3473.47343533073;10;2;120907364676072;106;190609366666667;33578;7021;401;3008;2368;1699;1913;1406;1649
grassland;annual;HEG16_2016;HAI;HEG16;2016;856955823402776;231;9;8;7;6;252.348619675403;2;2;604607203727373;0;0;0;0;0;0;1;1;856.955823402776;1;1;593080715351821;106;372677685950413;34506;7021;401;3008;2368;1699;1913;1406;1649
grassland;annual;HEG16_2017;HAI;HEG16;2017;355987832293444;759;83;25;14;11;749.95059225619;65;13;280750172723059;4;1;2.4260034476593;0;0;0;0;0;3559.87832293444;0;0;0;106;528521;50117;7021;401;3008;2368;1699;1913;1406;1649
grassland;annual;HEG17_2008;HAI;HEG17;2008;264834402077441;1143;321;35;8;7;83.7026436095075;309;25;255397480537733;1;1;0.606500861914825;3;2;10.0600709256484;85;6;2648.34402077441;75;2;34183649949136;84;222951082644628;52362;9997;8965;5312;4143;1949;1802;0;88
grassland;annual;HEG17_2009;HAI;HEG17;2009;149116345544498;518;62;26;13;7;607.977372609034;46;16;865162656184763;2;2;4.92518555292822;1;1;13.0982410982502;4;2;1491.16345544498;1;1;246795938887195;84;-57978816666667;70809;9997;8965;5312;4143;1949;1802;0;88
grassland;annual;HEG17_2010;HAI;HEG17;2010;520121675973348;380;32;16;2;2;18.3628447401314;29;13;497440146542204;0;0;0;1;1;4.31868469101339;11;3;520.121675973348;10;2;112541998685479;84;-67056558333333;48789;9997;8965;5312;4143;1949;1802;0;88
grassland;annual;HEG17_2011;HAI;HEG17;2011;671576431533497;336;63;16;9;6;180.366079585316;51;8;459652244419848;0;0;0;3;2;31.5581075283338;4;2;671.576431533497;3;1;603307328453314;84;-90734058333333;31798;9997;8965;5312;4143;1949;1802;0;88
grassland;annual;HEG17_2012;HAI;HEG17;2012;991198044466062;354;66;31;17;9;321.965990085134;41;17;658367707178256;0;0;0;8;5;10.8643472026717;10;4;991.198044466062;7;2;254851984508488;84;432748099173554;4354;9997;8965;5312;4143;1949;1802;0;88
grassland;annual;HEG17_2013;HAI;HEG17;2013;175449373760327;167;22;16;6;6;40.1672024466866;15;9;134545700919865;0;0;0;1;1;0.736470393775502;2;2;175.449373760327;2;2;333760456359065;84;175687583333333;61492999;9997;8965;5312;4143;1949;1802;0;88
grassland;annual;HEG17_2014;HAI;HEG17;2014;181810161146086;204;24;13;22;11;171.931420963888;2;2;987874018219725;0;0;0;0;0;0;1;1;181.810161146086;0;0;274279912246005;84;252094125;55071;9997;8965;5312;4143;1949;1802;0;88
grassland;annual;HEG17_2015;HAI;HEG17;2015;156642362554114;122;9;7;2;1;16.8627390746472;5;4;444366070923497;1;1;45.4020773415585;1;1;49.9409390455591;3;2;156.642362554114;3;2;269158466416569;84;158451075;33564;9997;8965;5312;4143;1949;1802;0;88
grassland;annual;HEG17_2016;HAI;HEG17;2016;212575705332152;234;20;11;5;5;63.7806477099028;9;4;499569023612182;0;0;0;6;2;98.8381552610306;7;2;212.575705332152;7;2;330301890945098;84;352967950413223;36833;9997;8965;5312;4143;1949;1802;0;88
grassland;annual;HEG17_2017;HAI;HEG17;2017;148103179639987;634;76;17;14;6;208.215624795031;61;10;123946922183506;0;0;0;1;1;33.3469497697795;14;6;1481.03179639987;1;1;793234764339422;84;429920083333333;49381;9997;8965;5312;4143;1949;1802;0;88
grassland;annual;HEG18_2008;HAI;HEG18;2008;546514107009962;516;101;42;4;4;69.761437354226;93;34;534720223295291;2;2;3.68548873288184;2;2;44.4919110596087;17;6;5465.14107009962;3;2;129882659752094;76;263395338842975;46116;4127;1801;1368;155;5681;5319;5691;762
grassland;annual;HEG18_2009;HAI;HEG18;2009;233222566201617;456;59;26;10;7;423.743524238021;45;17;190478764747123;4;2;3.69449030691585;0;0;0;6;4;2332.22566201617;2;2;173624679607358;76;72986333333333;5521;4127;1801;1368;155;5681;5319;5691;762
grassland;annual;HEG18_2010;HAI;HEG18;2010;946071634825069;1149;42;25;9;6;197.602873095526;29;15;709216087527926;1;1;2.55280732177317;3;3;36.6998668798441;3;3;946.071634825069;3;3;250718675393547;76;-354979;51103;4127;1801;1368;155;5681;5319;5691;762
grassland;annual;HEG18_2011;HAI;HEG18;2011;201405205781894;714;90;28;5;4;216.578432650545;78;20;177439170734041;5;2;7.08353296620783;2;2;15.998384861774;5;5;2014.05205781894;1;1;203260254371865;76;-318218666666667;3561;4127;1801;1368;155;5681;5319;5691;762
grassland;annual;HEG18_2012;HAI;HEG18;2012;24339698636022;923;67;34;13;8;233.801079328288;51;23;200517530957261;1;1;20.6824151216847;2;2;174.311059579616;15;7;2433.9698636022;3;3;616568107097208;76;112959719008264;432;4127;1801;1368;155;5681;5319;5691;762
grassland;annual;HEG18_2013;HAI;HEG18;2013;141122919131302;221;36;17;5;4;90.5714020821129;29;11;125298112246028;0;0;0;2;2;67.6766667706324;0;0;1411.22919131302;0;0;0;76;628472416666667;58063;4127;1801;1368;155;5681;5319;5691;762
grassland;annual;HEG18_2014;HAI;HEG18;2014;344151764643046;95;24;13;4;4;138.844465854835;20;9;205307298788212;0;0;0;0;0;0;1;1;344.151764643046;0;0;780341027909911;76;275268091666667;48232;4127;1801;1368;155;5681;5319;5691;762
grassland;annual;HEG18_2015;HAI;HEG18;2015;162327677964049;197;8;7;3;3;137.584198634045;5;4;247434793300034;0;0;0;0;0;0;2;2;162.327677964049;1;1;500797507941933;76;21655485;40936;4127;1801;1368;155;5681;5319;5691;762
grassland;annual;HEG18_2016;HAI;HEG18;2016;840240833365607;896;16;14;8;7;573.550957617238;8;7;266689875748369;0;0;0;0;0;0;2;2;840.240833365607;0;0;133779078796683;76;36858573553719;37054;4127;1801;1368;155;5681;5319;5691;762
grassland;annual;HEG18_2017;HAI;HEG18;2017;372893222621541;149;12;10;4;4;76.9792267286022;8;6;295913995892939;0;0;0;0;0;0;1;1;372.893222621541;0;0;663113238609891;76;72487475;48474;4127;1801;1368;155;5681;5319;5691;762
grassland;annual;HEG19_2008;HAI;HEG19;2008;598368022388178;1028;364;41;18;4;723.316050666126;334;33;518601284796072;0;0;0;12;4;74.3513252549313;71;9;5983.68022388178;42;4;194717264672061;69;24869247107438;51115;100;9169;6276;3751;406;1637;0;0
grassland;annual;HEG19_2009;HAI;HEG19;2009;560682428623224;224;17;13;1;1;13.5107306533421;16;12;547171697969882;0;0;0;0;0;0;3;3;560.682428623224;0;0;161211389066825;69;-37124625;71135;100;9169;6276;3751;406;1637;0;0
